finale 	[sound:youdao-eb98c73e-add0b6bb-d50e4114-f7daf212-9852bdba.mp3]	[fɪ'nɑːlɪ; -leɪ]	n. 結局；終曲；最後一場；最後樂章；尾聲 n. (Finale)人名；(英)菲納利；(意、西)菲納萊	The Orioles rebounded to win in 10 innings on Tuesday night before coasting in the finale.			
inaccuracy 	[sound:youdao-9ca5533e-1acb55c6-6641296e-fa693aca-d71490a4.mp3]	[ɪn'akjʊrəsɪ]	n. 錯誤；不精確	He said on occasions reporting on public spending on Gaelic degenerated into inaccuracy, prejudice and mockery.			
peptide 	[sound:youdao-01cf98b4-17943c17-84f488e2-ed9870d5-331ce1c0.mp3]	['peptaɪd]	n. 肽	However, new research suggests another answer may be a hormone called glucagon-like peptide 1 (GLP-1).			
rafting 	[sound:youdao-08b3724e-9f4d9599-fbb490d5-ccc45550-81257568.mp3]	['rɑːftɪŋ]	n. 筏運；[海洋] 成筏過程 v. 用筏運送（raft的ing形式） n. (Rafting)人名；(瑞典)拉夫廷	White-water rafting is possible year round, except during monsoon season from June to August.			
paratrooper 	[sound:youdao-f0019746-184df807-64d9de90-b4eb5af3-97bc3d4b.mp3]	['parətruːpə]	n. 傘兵	Former paratrooper Denzil Connick, another veteran of the Falklands, was also be in the congregation.			
dopamine 	[sound:youdao-93550ac6-b1b7e9e5-3d88677d-29e7467d-a0ab9e03.mp3]	['dəʊpəmiːn]	n. [生化] 多巴胺（一種治腦神經病的藥物）	Mice bred without dopamine receptors in the nucleus accumbens quickly starve themselves to death.			
maximal 	[sound:youdao-fa278988-8a65a16a-d1de0070-a8b93f4a-51c50e38.mp3]	['maksɪm(ə)l]	adj. 最高的，最大的；最全面的	The resilience of the two main communities obliges each to recognise the impracticality of its maximal demands.			
sunlit 	[sound:youdao-37da8bb7-6d4341cb-a5f99422-3ceb4a16-cb35550c.mp3]	['sʌnlɪt]	adj. 陽光照射的；被日光照射了的	This green and sunlit place wraps round a perfectly proportioned Renaissance mansion, the elegant Villa Farnesina.			
physiologist 	[sound:youdao-9507d528-6b8b5ed1-bca41e84-73c95135-f9ff30e2.mp3]	[,fɪzɪ'ɑlədʒɪst]	n. 生理學家，生理學者	Take the case of Jody Miller, an exercise physiologist who wanted to have a baby.			
maestro 	[sound:youdao-024055bb-928652c5-af868827-1b27c82f-1e1c3087.mp3]	['maɪstrəʊ]	n. 大師；名家；大音樂家 n. (Maestro)人名；(意、西)馬埃斯特羅	Maestro Alan became convinced our economy was too prosperous and had to be slowed down.			
ladle 	[sound:youdao-dde9f2da-f722e617-ad435d07-ef1854a3-b5519aaf.mp3]	['leɪd(ə)l]	vt. 不分對像予以贈送；以杓舀取 n. 鋼水包；杓子；長柄杓	Bill Bobbitt, a county inspector, dips a ladle into the water and brings up half a dozen wriggling larvae.			
smudge 	[sound:youdao-01a2663e-af9f166d-849ca5e1-641005c7-6006cb94.mp3]	[smʌdʒ]	vt. 弄髒，塗污；用濃煙熏 vi. 被弄髒；形成污跡 n. 污點，污跡；煙熏火堆	Still, it makes sense to smudge the line between ordinary furniture and the tech-centric kind.			
sturgeon 	[sound:youdao-36c26d0a-a69a6609-928ad2ca-1cf25867-f60db17c.mp3]	['stɜːdʒ(ə)n]	n. 鱘魚 n. (Sturgeon)人名；(英)斯特金	"Ms Sturgeon went on to argue that Mr McConnell had ""completely lost the argument"" on Trident."			
constructivist 	[sound:youdao-cfa520ee-ca60293e-548e5d9e-4bc569e5-618ed4da.mp3]	[kən'strʌktɪvɪst]	n. 構成主義者	Sharply angled steel-and-glass enclosures for stairs and elevators recall early Russian constructivist designs like Tatlin's elaborate unbuilt platforms rising precariously into thin air.			
futurist 	[sound:youdao-3b6e7683-930a8ce7-a0d02198-dd0d5834-cb965f55.mp3]	['fjuːtʃərɪst]	n. 未來主義者；未來派畫家 adj. 未來主義的	The other realm of the futurist designer, less pure and often delightfully so, is film costuming.			
mutilation 	[sound:youdao-d70f790a-1661a48b-7e477f08-dd27dd73-05adaca2.mp3]	[,mjuːt(ɪ)'leɪʃn]	n. 毀損；殘缺；切斷	The 2010 winner, Julia Lalla-Maharajh, is pitching the cause of ending female genital mutilation.			
brownstone 	[sound:youdao-27718504-c91463aa-84b2e5de-d6f68f16-5d21d67d.mp3]	['braʊnstəʊn]	n. 赤褐色砂石建築；褐色砂石 adj. 上流社會的；富有階級的 n. (Brownstone)人名；(英)布朗斯通	Gusts of wind ripped leaves off the trees in front of the sturdy brownstone buildings.			
balmy 	[sound:youdao-e56312d8-1e44d218-f262f7e1-a3463184-12a4bc11.mp3]	['bɑːmɪ]	adj. 芳香的；溫和的；止痛的 n. (Balmy)人名；(法)巴爾米	New Yorkers and tourists were jammed into the streets on this balmy 60-degree evening.			
desolation 	[sound:youdao-6434f68e-375be137-22c8b4b5-4413880c-d57c9b9a.mp3]	[desə'leɪʃ(ə)n]	n. 荒蕪；憂傷；孤寂；廢墟	The next day, Good Friday, he found the church stripped as a sign of desolation.			
allay 	[sound:youdao-00035587-45262d63-8949d6da-a4d7a072-bb9e44bd.mp3]	[ə'leɪ]	vt. 減輕；使緩和；使平靜	Chen had named the KMT party stalwart to the post to allay fears of instability.			
radiance 	[sound:youdao-91ed01a7-d33a68b3-e8e5511f-a5efa4cd-4ace8287.mp3]	['reɪdɪəns]	n. 輻射；光輝；發光；容光煥發	The filters on Pixlr Express illuminate the radiance of everyday existence by making it spectacular.			
shimmer 	[sound:youdao-b4b7c03c-c67b4feb-a4d6f81d-9b1b32b4-364d90b0.mp3]	['ʃɪmə]	n. 微光；閃光 vi. 閃爍；發閃爍的微光 vt. 使閃爍	They were still warm, perfectly crunchy, and had a shimmer of oil on the surface.			
extravagance 	[sound:youdao-0f9fae0b-69acfb90-be6426fa-c2fadc1b-cde52227.mp3]	[ɪk'stravəg(ə)ns; ek-]	n. 奢侈，浪費；過度；放肆的言行	With the passing years, Fellini approached his material with an extravagance that bordered on the bombastic.			
harrowing 	[sound:youdao-18603f43-babd5b8c-5f8a7ced-34016e53-d542818e.mp3]	['harəʊɪŋ]	adj. 痛心的；悲慘的 v. 使痛苦（harrow的ing形式）；開拓 n. (Harrowing)人名；(英)哈羅因	J-Class yachts, some of the most glamorous--and harrowing--racers ever built, are enjoying a minirevival.			
wow 	[sound:youdao-e80c4899-dc3bb1d8-6e1eb7d4-48d5b3af-4b3e3c08.mp3]	[waʊ]	n. 極大的成功；一鳴驚人之舉；魔獸世界(World of Warcraft)；失真 int. （表示極大的驚奇或欽佩）哇，呀	While home-style Italian classics in an upscale atmosphere impress, do not miss the restaurant's most wow-inducing feature.			
reticent 	[sound:youdao-c9581da4-972fc82b-7d1ced8c-35ad30ef-b4eb13e4.mp3]	['retɪs(ə)nt]	adj. 沉默的；有保留的；謹慎的	Like most Khmers, he is reticent, refined, never raising his voice or making emphatic gestures.			
drawl 	[sound:youdao-f10e9946-6cbee6de-cac88d5e-b04c04cf-f8d045b2.mp3]	[drɔːl]	vi. 慢吞吞地說 vt. 慢吞吞地說 n. 慢吞吞拉長調子的說話方式	The Chambers secret sauce: sugar-sweet salesmanship baked slowly over a native West Virginia drawl.			
criminally 	[sound:youdao-4891246b-126417ed-d1c68c8b-1d56645e-2e823399.mp3]	['krɪmɪnəli]	adv. 刑法上；犯了罪地，有罪地	According to the disclosure, there were 343 criminally indicted individuals and 189 civil defendants.			
repentance 	[sound:youdao-46632e60-1dae726e-18e1d2be-e78638a0-acdfb729.mp3]	[rɪ'pent(ə)ns]	n. 悔改；後悔	She said the trio's apologies had been ignored, but repentance was out of the question.			
unrecognized 	[sound:youdao-d05044de-8f256ff1-400e52b8-0bce7959-da0208d4.mp3]	[ʌn'rekəgnaɪzd]	adj. 未被承認的；未被認出的；未被認可的	But for 401(k) investors the sources of financial noise can be unexpected or worse, completely unrecognized.			
busted 	[sound:youdao-8ebd1689-35487f13-e53ad071-9fefc238-6dc80d7c.mp3]	['bʌstɪd]	adj. 被降級的；破產了的；失敗了的 v. 爆裂；破產；開除；崩潰（bust的過去分詞形式）	If a tsunami reached that high, California would have much bigger problems than a busted reactor.			
aghast 	[sound:youdao-07544ce6-09c8dd8c-02a0d9ce-7d3235a1-e4f3d12e.mp3]	[ə'gɑːst]	adj. 嚇呆的，驚駭的；吃驚的	The Founding Fathers would be aghast at this flagrant assault on First Amendment religious liberties.			
aggregation 	[sound:youdao-7f64df5b-78b6349b-b9fbf42f-b3527bc9-f8c552cf.mp3]	[,aɡrɪ'ɡeɪʃən]	n. [地質][數] 聚合，聚集；聚集體，集合體	Written by Roman Karachinsky, co-founder and CEO of News360, a news personalization and aggregation service.			
spotlight 	[sound:youdao-3f973744-d2800ee9-6aafa07e-351bb851-1418ec3a.mp3]	['spɒtlaɪt]	n. 聚光燈；反光燈；公眾注意的中心 vt. 聚光照明；使公眾注意	But with the spotlight on Milk's legacy, author Weiss worries that history may have forgotten Moscone.			
sheepishly 	[sound:youdao-2d4684ca-3f6b8f76-08c479cb-5a4c09dd-a4a600cb.mp3]	['ʃipɪʃli]	adv. 羞怯地；愚蠢地	The events when they returned, sheepishly, to their seats are what most struck my friend.			
reminiscence 	[sound:youdao-83dba893-b2a9f5a6-5f1f97a8-674e37d9-92edf258.mp3]	[remɪ'nɪs(ə)ns]	n. 回憶；懷舊；引起聯想的相似事物	Here are just a few of Burri's colour frames, along with his reminiscence.			
undiscovered 	[sound:youdao-661e9044-2742189c-3a7aee0c-a878245b-e9bd73d2.mp3]	[ʌndɪ'skʌvəd]	adj. 未被發現的；未勘探的	The green, mountainous Crimea is a wild and fairly undiscovered beach destination in Eastern Europe.			
enmity 	[sound:youdao-9df7045f-aeb1acef-f04ca5ff-c9ee1071-b24fde71.mp3]	['enmɪtɪ]	n. 敵意；憎恨	The problem is that she and the other leading politicians have deep enmity with each other.			
cannibalism 	[sound:youdao-1df13165-782531d1-f2cbbaa8-639df729-5be1fa69.mp3]	['kanɪbəlɪzəm]	n. 食人；嗜食同類；殘忍的行為	Or perhaps you think an embalmed sidewalk salute to anthropomorphic cannibalism is in bad taste?			
airstrike 	[sound:youdao-c8c8cc80-aea0c1ec-8e0c8dd6-d24e826d-5eb35f42.mp3]	['er,straik]	n. 空襲；空中打擊	The Syrian government has said the airstrike killed two workers and injured five others.			
cicada 	[sound:youdao-a5373caa-5339a778-99286ecf-139616bc-081897cf.mp3]	[sɪ'kɑːdə]	n. 蟬	Massospora cicadina, a fungus, lives in cicada larvae and passes between adults when they mate.			
gregarious 	[sound:youdao-4eee3f21-77b193d2-6368e135-4848a4c4-b1740f6b.mp3]	[grɪ'geərɪəs]	adj. 社交的；群居的	Walter by contrast was a gregarious boy and often brought his friends back to the apartment.			
outwardly 	[sound:youdao-32ebc239-2a383d55-82420e65-8f166dc2-2fc5fc31.mp3]	['aʊtwədli]	adv. 表面上；向外；外觀上地	Looking at the fundamentals, there is no outwardly visible sign of a major recovery taking place.			
surly 	[sound:youdao-c4c1943b-b49c7c3f-c8f50048-7c440934-10ff63a1.mp3]	['sɜːlɪ]	adj. 乖戾的；板面孔的，無禮的；陰沉的	Citizens queue in interminable lines and suffer humiliating treatment at the hands of surly authorities.			
tuft 	[sound:youdao-391ac97d-e96fbfee-246360ea-18e61c3a-403f4b7f.mp3]	[tʌft]	n. 一簇；叢生植物；一叢 vt. 用叢毛裝飾 vi. 叢生 n. (Tuft)人名；(英)塔夫特	Likewise, slinky Kaschei, with his green tuft of a pompadour and sharp-tailed morning coat, could easily be a Johnny Depp character.			
ramshackle 	[sound:youdao-7348ee85-21a2307d-04f30794-13f1d754-5f45574d.mp3]	['ramʃak(ə)l]	adj. 搖晃的；放蕩的	The restaurant itself is a little ramshackle, but the sublime duck makes it a culinary experience to savour.			
liqueur 	[sound:youdao-25ad0993-6c9133ac-928c7322-1430828e-ef0df730.mp3]	[lɪ'kjʊə]	n. 利口酒；白酒；燒酒；香酒	Drambuie, the whisky liqueur company, has been hit hard by the economic crisis in Greece.			
invisibility 	[sound:youdao-e9081f16-fe40c309-d25e883c-d1eee70f-8d1011ba.mp3]	[ɪn,vɪzə'bɪlətɪ]	n. 看不見；看不見的東西；難看見	Its invisibility during much of the 20th century doesn't mean that women weren't boxing.			
pursuer 	[sound:youdao-dc93a85a-91e2f286-2470e1fd-f462f08e-4e350011.mp3]	[pə'sjuːə(r)]	n. 追求者；追捕者；研究者；原告	Conner shakes his pursuer by jumping onto subway tracks and running through a dark tunnel with bullets whizzing around him.			
ebony 	[sound:youdao-bb7a3471-e561db10-c3680859-a90520b2-1d62ae27.mp3]	['eb(ə)nɪ]	adj. 烏木製的，黑檀木製的；似木的，黑檀木色的 n. 烏木，黑檀 n. (Ebony)人名；(英)埃博妮	In 2009, Ebony named him as one of the Ebony Power 150: the most influential Blacks in America.			
hour-long 	[sound:youdao-e2b37a64-4fad39d5-21426967-71cce8f7-71cf527e.mp3]	/ˈaʊəˌlɒŋ/	長達一個小時的	Her hour-long commute to the small village of Perajin Mariana was down a long and bumpy road.			
ancillary 	[sound:youdao-b8a51497-1b7f174b-f1ac9e96-82dd7166-de456322.mp3]	[an'sɪlərɪ]	adj. 輔助的；副的；從屬的 n. 助手；附件	About a quarter of that was for ancillary products like those sold by smaller vendors.			
dungeon 	[sound:youdao-0515b1c2-18d3b61b-dd9da74c-cec2636c-686c346d.mp3]	['dʌn(d)ʒ(ə)n]	n. 地牢，土牢	If successful, these efforts would merely imprison the future in the regulatory dungeon of the past.			
computer-based 	[sound:youdao-c37a16a3-bb2cbffe-4da4b6dc-8ff973b0-427aa765.mp3]		adj. [計] 基於計算機的	Spelling tests, both computer-based and onstage, will make up the other half of their scores.			
dynamism 	[sound:youdao-dbb3fde2-b3d03e29-5925313a-ac9841fc-31328093.mp3]	['daɪnəmɪz(ə)m]	n. 活力；動態；物力論；推動力；精神動力作用	It has a dramatic history (thanks, Eva Peron), artistic and creative bona fides and city-wide dynamism.			
retainer 	[sound:youdao-96500f24-771a5259-c7fe2991-217e35a4-2ed90586.mp3]	[rɪ'teɪnə]	n. 保持器；家臣；保持者；[機] 護圈；預付費用	Unless you buy an awful lot of art, keeping an adviser on retainer can get needlessly expensive.			
blackmail 	[sound:youdao-52d7992f-d05e7878-736f1907-edf0f770-0ae90764.mp3]	['blakmeɪl]	n. 勒索，敲詐；勒索所得之款 vt. 勒索，敲詐	On the one hand, former Soviet Foreign Minister Eduard Shevardnadze engaged in what amounts to blackmail.			
sharp 	[sound:youdao-c0cdd06c-e9a2f477-ca246171-5151e90b-f2cce9e5.mp3]	[ʃɑːp]	adj. 急劇的；鋒利的；強烈的；敏捷的；刺耳的 adv. 急劇地；銳利地；突然地 n. 尖頭；騙子；內行 vt. 磨快；把音調升高 vi. 打扮；升音演奏 n. (Sharp)人名；(英)夏普	Instead, she rewrote it in more measured terms, moderating her sharp remarks with an opening apology.			
firecracker 	[sound:youdao-17ddbd06-87f928a6-0ec90fcb-8b05ab7b-55d5ec62.mp3]	['faɪəkrakə]	n. 鞭炮，爆竹	As the plane neared Detroit, Schuringa said, he heard what sounded like a firecracker going off.			
vilify 	[sound:youdao-b3eb38d2-041debb0-d28183e1-86465b78-622e2ca2.mp3]	['vɪlɪfaɪ]	vt. 誹謗；中傷；輕視；貶低	But we ought to be careful not to vilify this profession while doing so.			
subdivide 	[sound:youdao-b5335305-f52bbd82-3b27757e-709222ab-bdd87355.mp3]	[sʌbdɪ'vaɪd]	vi. 細分，再分 vt. 把……再分，把……細分	The effect here is to subdivide the data but not to group it for deeper understanding.			
gloss 	[sound:youdao-592a37b4-c72ab2bf-653732a8-f60c3261-f3e1b685.mp3]	[glɒs]	n. 光彩；註釋；假象 vt. 使光彩；掩蓋；註釋 n. (Gloss)人名；(德、西、捷)格洛斯	"He has spoken against attempts to ""demalvinizar"" or gloss over the history of the war."			
spraying 	[sound:youdao-4ecf6482-67420a95-22d4c010-00bc782e-58209e36.mp3]	[spre]	n. 噴塗；噴霧；噴灑 v. 噴射；飛濺（spray的ing形式）	Where there was no spraying cultivation was up, where spraying is occurring, cultivation is shrinking,  Mr Walters said.			
spousal 	[sound:youdao-ed27ef3c-ebadc8e3-d275f652-69a79d2d-ebe78ee7.mp3]	['spaʊz(ə)l]	n. 婚禮；結婚儀式 adj. 結婚的	Under the Obama proposal, non-spousal heirs would have to drain the accounts within five years.			
slain 	[sound:youdao-a525d148-3bd73656-65c440d9-4837581a-c20e0e3d.mp3]	[sleɪn]	v. 殺死（slay的過去分詞）	As it turned out, Donahue and Collier, the slain officer, graduated from the police academy together.			
cancerous 	[sound:youdao-c91dd6af-fc0a1fc1-78e7ff4f-1aaf1947-bf206b3f.mp3]	['kansɚrəs]	adj. 癌的；生癌的；像癌的	So far, experiments that use Celebrex to fight cancerous and pre-cancerous growths are promising.			
automate 	[sound:youdao-40639e56-b1df8103-29b3550f-a715976e-f346f5b6.mp3]	['ɔːtəmeɪt]	vt. 使自動化，使自動操作 vi. 自動化，自動操作	Essentially, what has been done is to automate the knowledge base of an oncologist.			
hulking 	[sound:youdao-88381035-f0ec93be-90f8b344-5013be65-f0429c1e.mp3]	['hʌlkɪŋ]	adj. 笨重的；粗陋的	Then a few more, and a few more, until about eight great hulking forms are skulking and prowling nearby.			
islander 	[sound:youdao-356e4bdc-e78e7410-1dcc2a07-503dff22-9d131df0.mp3]	['aɪləndə]	n. 島上居民 n. (Islander)人名；(英)艾蘭德	Veteran sponsor Capital One passes out Islander t-shirts to customers opening up new accounts.			
stripped 	[sound:youdao-074fc73d-736cbb1b-04dac540-dbeaa4b5-5bf86a7a.mp3]	[strɪpt]	adj. 剝去的 v. 剝奪（strip的過去分詞形式）；脫衣；把…剪成條狀	It too serves nothing but hand-brewed coffee and espresso in utterly stripped back and minimalist surroundings.			
reversible 	[sound:youdao-c77fba2b-69227f20-0c7eb512-791d251f-bfbb07aa.mp3]	[rɪ'vɜːsɪb(ə)l]	adj. 可逆的；可撤消的；可反轉的 n. 雙面布料	Eight reversible causes have to be checked one at a time before someone is pronounced dead.			
supremacist 	[sound:youdao-aa53b4de-de803617-957cf9d3-2916a939-da8f7975.mp3]	[suː'preməsɪst; sjuː-]	n. 至上主義者 adj. 至上主義者的	Some white power songs may glorify heroes or martyrs of the white supremacist movement.			
fortitude 	[sound:youdao-cf9664bd-5fb6dbbf-4d69d0e0-ff0a786f-bbbe79ff.mp3]	['fɔːtɪtjuːd]	n. 剛毅；不屈不撓；勇氣	That she did so amid a rigorous stretch of training showed her mental fortitude, Kersee said.			
importation 	[sound:youdao-baf4085a-9481be91-3d1dbf77-7bf4e228-de85c7f5.mp3]	[,ɪmpɔː'teɪʃən]	n. 進口；輸入品	Much is made, for example, of the recent reduction in Chinese importation of Russian armaments.			
fiesta 	[sound:youdao-ba80c749-1d976282-fa1ce7c2-02310aae-e11be6dd.mp3]	[fɪ'estə]	n. 聖日，宗教節日；祭典；假日	With mariachi bands providing the musical entertainment, the entire scene seems like one big fiesta.			
